hymn	stanza	line	offset	pronoun	page	zh
524	3	3	4	你	554	向主倒空你自己。
530	1	6	0	你	561	你都能予求予取——
535	1	4	5	祢	567	因我得以見祢。
536	3	3	1	祢	568	求祢使我只是向祢活着；
536	3	3	7	祢	568	求祢使我只是向祢活着；
538	1	0	0	祢	570	祢這神的甜美旨意，
540	1	2	0	祢	572	祢是風雨中避難處，
540	3	2	4	祢	572	亙古太初祢就是神，
540	6	0	2	祢	572	神，祢自古是我幫助，
546	1-chorus	2	6	祢	580	求主使我能同祢
546	3	6	2	你	580	以爲你曾忠心順服，
547	1	6	1	你	581	在你裏的十架，
547	3	0	0	你	582	你若要得着神，
550	1	4	2	祢	586	就願祢我從茲
550	2	5	2	祢	586	若因祢分裂，
552	3	0	0	你	588	你眞無傷痕？
553	3	2	5	祢	589	雖我也曾受祢雕削，
553	3	4	2	祢	589	主，祢能否照祢喜樂，
553	4	0	2	祢	590	如果祢我所有苦、樂，
558	3	2	1	祢	596	在祢十架蔭庇下，
559	2	2	0	祢	597	祢的生命顯於勞碌和折磨；
560	1	2	3	你	598	祂能賜你安慰、安寧，
561	1	2	1	祢	599	有祢夠了，無論日有多長；
561	2	0	0	祢	599	祢是我神！全有！全足！全豐！
562	4	3	0	祢	600	祢要領我危關平安渡過。
564	1	0	4	你	602	“我必與你同在，”
567	2	2	7	祢	604	主，我將一生給祢，
580	1-chorus	1	8	你	617	記看祂曾如何眷顧你！
588	4	7	0	祢	628	祢的恩典夠我使用。
592	3	0	3	祢	632	哦神，祢是有耳能聽，
592	3	3	0	祢	632	祢卻毫不鄙棄厭惡；
592	3	4	1	祢	632	因祢知這音調之弦，
592	5	4	1	祢	632	在祢堅定旨意之中，
593	3	5	3	祢	633	只求和祢旨意相投。
595	4	7	5	祢	636	我藉這些與祢聯結。
595	4	8	5	祢	636	我藉這些與祢聯結。
595	5	5	5	祢	636	不顧一切爲祢生活；
597	4	3	11	你	638	正當在主敎會， 有處爲你備。
598	2	3	8	祢	639	爲着將來，我信靠祢。
600	1	2	6	你	640	但一仰望基督你的王，
605	2	3	1	你	645	在你的行爲上， 人見祂模樣。
605	4	3	2	你	645	如此你纔配作 屬天的工作。
606	1	0	0	你	646	你願否常保純良，活着只爲耶穌？
606	3	1	0	你	646	你願否證實祂有屬天安舒？
606	3	3	5	你	646	凡事讓祂作你主。
609	1	6	0	你	649	你既然是祂所創造，
609	1-chorus	1	2	你	649	照舊你還餘一握；
611	5	2	5	你	651	哦主，賜下你靈，
611	6	0	4	祢	651	耶穌，求祢激勵
619	1-chorus	1	10	祢	659	使我作個得勝者，因着祢，因着祢能得勝。
619	2	3	14	祢	660	使我作個得勝者， 裏面充滿了祢。
619	3	3	11	祢	660	使我作個得勝者， 藉着祢的聖言。
620	1	3	0	你	660	你的喜樂、永遠冠冕。
620	4	3	3	你	660	基督是你一切需要。
623	2	6	5	祢	664	當我正在聽祢吩咐，
627	1	4	3	祢	668	得力在祢，蒙祢保守得穩固；
627	1	4	6	祢	668	得力在祢，蒙祢保守得穩固；
627	1	5	3	祢	668	安息於祢，奉祢大名前進。
627	1	5	6	祢	668	安息於祢，奉祢大名前進。
627	2	0	5	祢	668	救恩元帥，祢是穩固的根基；
627	2	1	0	祢	668	祢名可愛，超乎萬名之上；
627	2	2	5	祢	668	耶穌我主，祢是我們的公義；
627	2	3	5	祢	668	榮耀之主，祢是愛的君王。
627	2	4	5	祢	668	耶穌我主，祢是我們的公義；
627	2	5	5	祢	668	榮耀之主，祢是愛的君王。
627	3	5	3	祢	668	安息於祢，奉祢大名前進。
627	3	5	6	祢	668	安息於祢，奉祢大名前進。
627	4	4	6	祢	668	那日要臨，與祢掌權在國度；
627	4	5	3	祢	668	安息于祢，直到永世無終。
636	1	1	9	你	678	但各各他已得勝，請你常唱此歌。
636	4	0	11	你	678	“沖過！戰士哪，沖過！你要登我寶座；
636	5	0	10	你	678	沖過！戰士哪，沖過！你要登主寶座；
636	5	2	0	你	678	你的將來乃光明，不是黑暗灰心，
637	1	0	8	祢	679	眞是如此！我將像祢兒子？
637	2	0	11	祢	679	哦，主耶穌，誰能愛我如祢？
637	2	1	3	祢	679	不僅見祢榮耀在永世裏，
637	3	2	1	祢	679	因祢愛所賜不像這世界，
638	4	1	2	祢	680	主，祢新婦盼望已久；
638	4	4	1	祢	680	見祢眞體榮耀無比，
641	1	6	8	祢	686	不禁歎息，我想着祢是多遠，
641	2	3	0	祢	686	祢的自己成我追求目的。
641	2	4	0	祢	686	祢不在此，喜樂已減它滋味，
641	2	7	5	祢	686	主阿，我要祢來，我不要祢遲。
641	5	0	7	祢	686	主，祢能否忘記祢曾經應許，
641	5	1	0	祢	686	祢要回來，接我與祢同在？
641	5	1	8	祢	686	祢要回來，接我與祢同在？
641	5	3	5	祢	686	我仍等候，祢卻仍未回來！
641	6	3	8	祢	686	一次一次，我們望祢快回。
642	1-chorus	0	0	祢	687	祢來！就來！我們呼求祢快來！
642	2	3	8	祢	688	每一動靜，都疑是祢已回。
642	3	0	5	祢	688	景色雖美，祢我何日纔相聚？
642	6	0	4	祢	688	若非紀念祢臨行所賜命令，
643	7	5	1	祢	690	求祢臉面快顯！
646	3	2	9	祢	693	祢贏得我心，我望見祢身，
646	3	3	3	祢	693	並且與祢永遠同在。
650	6	0	6	祢	698	來罷我王，願祢就來！
650	6	2	5	祢	698	使愛祢者得祢賞賚，
650	6	5	2	祢	698	使愛祢者得祢賞賚，
650	6	5	5	祢	698	使愛祢者得祢賞賚，
651	2	0	0	祢	699	祢要再回，祢要再回；
651	2	0	5	祢	699	祢要再回，祢要再回；
651	3	0	0	祢	699	祢要再臨，在祢桌前，
651	4	0	2	祢	699	哦，祢是我親愛救主，
651	4	4	3	祢	699	同心向祢獻敬拜；
659	5	1	6	祢	712	來接愛祢者到祢的面前！
661	4	3	1	祢	714	在祢名裏榮無邊。
663	3	0	7	祢	717	我覺祢摸、我聞祢言，
663	3	4	5	祢	717	與眾聖徒享祢豐筵，
670	2	1	4	你	726	祂今尋找你；
672	2	1	1	祢	728	惟祢有這力量，
676	1-chorus	1	2	你	732	無需你功勞；
678	4	1	2	祢	734	乃因祢身受害，
678	5	3	1	祢	734	贊祢救贖大能。
683	1	3	5	你	739	爲我，也爲你！
685	1	3	7	你	741	浸潤我，也浸潤你：
698	2	1	6	你	754	讓基督來進入你心；
699	1	2	2	你	755	爲何你仍硬心，硬心，
699	2	0	2	你	756	爲何你仍猶豫，猶豫，
702	1	2	5	祢	758	並且召我就祢得生；
703	1	6	7	祢	759	脫離罪惡，進入祢美善，
703	3	3	6	祢	759	耶穌，我來就祢！
703	4	6	6	祢	759	永永遠遠瞻仰祢榮顏，
704	1	0	0	祢	760	祢的歡迎聲音，
704	1-chorus	0	5	祢	760	主，我來就祢！
704	1-chorus	1	4	祢	760	我今來就祢！
704	2	2	1	祢	760	但祢歡喜賜恩幫助，
705	1-chorus	2	5	你	761	慈愛天父等你回家，
705	5	0	1	祢	761	惟祢是我所求、所望，
705	5	2	1	祢	761	因祢替我血流、命喪，
706	2	2	5	你	762	尊貴之位爲你保留，
707	2	7	1	祢	763	求祢聖翼來覆庇。
707	3	0	3	祢	763	主阿，祢是我所需，
707	3	3	2	祢	763	病，祢醫治；瞽，祢導；
707	4	0	0	祢	763	祢前我遇恩浩瀚，
708	1	2	1	祢	764	願祢所流血與水，
708	2	5	2	祢	764	必須祢來施拯救。
708	3	4	5	祢	764	污穢，飛奔祢泉旁，
709	1	0	0	祢	765	祢曾離天庭，撇棄寶座和榮冕，
709	5	1	2	祢	765	歡頌祢來得勝，至威榮；
711	3	1	0	祢	767	祢已流寶血；
712	1	4	5	祢	768	別無救主像祢，
712	1	6	0	祢	768	祢爲罪人受死，
712	1-chorus	0	6	祢	768	耶穌，我信靠祢，
712	1-chorus	1	4	祢	768	全心信靠祢！
712	1-chorus	3	0	祢	768	祢將我拯救。
712	4	5	0	祢	768	祢血有功效！
721	4	7	4	你	778	“耶穌是你福分。”
726	4	1	4	祢	784	全地充滿祢榮耀，
726	4	2	7	祢	784	國度、權柄全屬祢，
726	4	5	4	祢	784	都來稱頌祢尊名。
729	5	6	3	你	788	他們對你控訴！
732	4	4	1	祢	790	“祢愛不失敗，”愛必得勝。
733	4	2	6	你	791	死夜尚未臨到你身，
734	1-chorus	0	0	祢	792	祢指示我生命的路，
734	1-chorus	2	0	祢	792	祢右手有永遠福樂，
735	1	0	11	祢	793	至於我，我必在義中得見祢的面；
737	4	2	2	祢	796	都在祢面前蒙悅納，
738	1	2	8	祢	796	哦，我神，我倚靠祢；
739	1	0	0	祢	797	祢已經將我的哀哭變爲跳舞，
741	1	7	1	祢	799	除祢以外，
750	1	0	2	你	808	所以你們從救恩泉源歡然取水，歡然取水，
752	1	1	0	祢	810	祢必保守，十分平安；
752	1	2	0	祢	810	祢必保守，十分平安；
752	1	3	5	祢	810	因爲他倚靠祢。
756	1	3	5	你	813	我平安賜給你，
765	3	2	5	祢	821	我的不義，祢都遮蓋；
766	2	0	3	祢	822	阿爸，祢是自有永有，
766	2	2	0	祢	822	祢的寶座安定在天，
766	3	3	3	祢	822	未認識祢慈愛心意。
766	4	0	1	祢	822	但祢藉着懷中獨子，
766	6	1	5	祢	822	歸祢名下作祢眾子；
766	7	3	1	祢	822	向祢讚美、向祢敬拜。
767	1	1	1	祢	823	由祢愛子領率，
767	2	3	0	祢	823	祢的愛子工作。
767	3	2	0	祢	823	祢的公義和忿怒，
768	3	1	1	祢	824	在祢敎會唱詩向祢頌揚；
768	4	2	1	祢	824	在祢愛子所領讚美之中，
769	2	0	0	祢	825	祢在艱苦歷程顯出
769	3	0	0	祢	825	祢心受創，重負難減，
773	4	1	5	祢	830	我猶罪人，祢已代死，愛明彰；
773	4	5	6	祢	830	疲乏、軟弱，祢加我力，使剛強；
774	2	1	8	祢	831	但我並未求解脫，祢卻前來尋我！
774	3	3	8	祢	831	我的性情比人壞，祢爲甚麼要愛？
774	4	2	0	祢	831	祢在何處看上我？爲何又愛上我？
774	5	3	1	祢	832	邀祢青眼、使祢喜，我就只得希奇！
774	5	3	6	祢	832	邀祢青眼、使祢喜，我就只得希奇！
774	6	0	9	祢	832	無它，我今只能說：祢是無故愛我！
774	6	1	2	祢	832	哦，祢是無故愛我！哦，這恩眞難說！
774	7	3	12	祢	832	雖然明知祢恩、愛，仍是對祢懈怠！
774	8	2	8	祢	832	隱藏世界離不得，祢道路嫌太窄！
775	1	3	1	祢	833	到祢可愛身邊！
775	3	1	5	祢	833	尚非祢愛、祢恩；
775	3	2	2	祢	833	乃是祢的可愛自己，
776	1-chorus	0	1	祢	834	求祢賜下焚燒靈，
780	2	3	4	祢	839	不愛祢或祢的。
783	3	0	6	祢	842	藉着這水歸入祢死，
783	4	0	3	祢	842	在此與祢一同復活，
789	2	2	1	祢	847	願祢賜下恩膏滋潤，
796	2	0	0	祢	854	祢使我的望星迷糊，
797	1	4	0	祢	855	祢所命定的前途，
797	4	7	2	祢	856	若非祢所恩賜。
798	1	3	9	祢	857	如果完全、完全倚靠祢。
800	6	1	1	祢	859	是祢要我忍耐；
800	6	3	1	祢	859	是祢引我倚賴；
800	7	3	1	你	859	向你能滿愛意；
800	7	4	5	你	859	寧願不多爲你作工，
800	7	5	3	你	859	完全使你歡喜。
801	4	2	2	祢	860	只愛祢光的指引，
811	3	2	1	祢	873	無祢我懼死蔭臨到，
811	4	3	3	祢	873	溶化在祢愛的海洋。
815	1-chorus	2	8	祢	877	祢使我減少，好叫祢更加添，
817	2	0	5	祢	879	祢有憐憫，祢有恩慈，
818	1-chorus	1	2	祢	880	主，祢正懷念我！
818	2	3	2	祢	880	主，祢正懷念我！
821	1-chorus	4	1	你	883	凡你所行，都要認定主，
822	2	0	0	你	884	你曾覺得主親近？
822	2	2	5	你	884	祂的同在樂你心？
822	3	0	0	你	884	你覺聖靈的能力？
822	3	2	6	你	884	猶如甘雨臨及你？
823	2	4	5	祢	886	願祢信心和祢能力，
829	6	3	1	祢	894	將祢的話早日證明。
830	4	0	5	祢	896	求祢來，求祢來！四圍所看見，
830	5	5	10	祢	896	主耶穌，主耶穌！我求祢快來！
831	4	1	1	祢	898	求祢紀念；
832	2	2	2	祢	900	感謝祢，因祢清楚
832	2	2	5	祢	900	感謝祢，因祢清楚
832	4	6	0	祢	900	祢就以爲我不配，
834	1	0	6	祢	903	哦主，撒冷是祢所建設，
834	1	5	4	祢	903	何況我主祢是住在它中間，
838	3	2	4	你	910	祂血能將你的污穢除掉；
841	1	6	6	你	913	並嘗苦膽，免你重負，
841	2	5	2	你	914	我作你神，引導無休，
841	2	6	1	你	914	作你喜樂，直至千秋，
841	3	2	0	你	914	你的重擔，放我手臂，
842	1-chorus	0	4	你	915	莫非就是你？
842	1-chorus	1	4	你	915	莫非就是你？
842	1-chorus	3	4	你	915	莫非就是你？
843	1	0	0	你	916	你墮落罪惡境，歷盡了苦情，
843	1-chorus	0	5	你	916	主渴望拯救你！主等候救你！
845	1-chorus	2	0	你	918	你要得救援，
